source,date,mmdd,month,day,weekday,value,abundance,description
arrests,2024-07-24,07-24,July,24,Wednesday,899,Very High,Number of NYPD arrests
arrests,2024-07-25,07-25,July,25,Thursday,852,Very High,Number of NYPD arrests
arrests,2024-07-26,07-26,July,26,Friday,780,High,Number of NYPD arrests
arrests,2024-07-27,07-27,July,27,Saturday,606,Low,Number of NYPD arrests
arrests,2024-07-28,07-28,July,28,Sunday,544,Very Low,Number of NYPD arrests
arrests,2024-07-29,07-29,July,29,Monday,615,Low,Number of NYPD arrests
arrests,2024-07-30,07-30,July,30,Tuesday,780,High,Number of NYPD arrests
arrests,2024-07-31,07-31,July,31,Wednesday,849,Very High,Number of NYPD arrests
arrests,2024-08-01,08-01,August,1,Thursday,997,Very High,Number of NYPD arrests
arrests,2024-08-02,08-02,August,2,Friday,752,Medium,Number of NYPD arrests
arrests,2024-08-03,08-03,August,3,Saturday,685,Medium,Number of NYPD arrests
arrests,2024-08-04,08-04,August,4,Sunday,604,Low,Number of NYPD arrests
arrests,2024-08-05,08-05,August,5,Monday,662,Low,Number of NYPD arrests
arrests,2024-08-06,08-06,August,6,Tuesday,773,High,Number of NYPD arrests
arrests,2024-08-07,08-07,August,7,Wednesday,900,Very High,Number of NYPD arrests
arrests,2024-08-08,08-08,August,8,Thursday,878,Very High,Number of NYPD arrests
arrests,2024-08-09,08-09,August,9,Friday,815,High,Number of NYPD arrests
arrests,2024-08-10,08-10,August,10,Saturday,760,Medium,Number of NYPD arrests
arrests,2024-08-11,08-11,August,11,Sunday,678,Medium,Number of NYPD arrests
arrests,2024-08-12,08-12,August,12,Monday,655,Low,Number of NYPD arrests
arrests,2024-08-13,08-13,August,13,Tuesday,848,Very High,Number of NYPD arrests
arrests,2024-08-14,08-14,August,14,Wednesday,928,Very High,Number of NYPD arrests
arrests,2024-08-15,08-15,August,15,Thursday,861,Very High,Number of NYPD arrests
arrests,2024-08-16,08-16,August,16,Friday,782,High,Number of NYPD arrests
arrests,2024-08-17,08-17,August,17,Saturday,614,Low,Number of NYPD arrests
arrests,2024-08-18,08-18,August,18,Sunday,540,Very Low,Number of NYPD arrests
arrests,2024-08-19,08-19,August,19,Monday,715,Medium,Number of NYPD arrests
arrests,2024-08-20,08-20,August,20,Tuesday,777,High,Number of NYPD arrests
arrests,2024-08-21,08-21,August,21,Wednesday,857,Very High,Number of NYPD arrests
arrests,2024-08-22,08-22,August,22,Thursday,779,High,Number of NYPD arrests
arrests,2024-08-23,08-23,August,23,Friday,682,Medium,Number of NYPD arrests
arrests,2024-08-24,08-24,August,24,Saturday,632,Low,Number of NYPD arrests
arrests,2024-08-25,08-25,August,25,Sunday,576,Very Low,Number of NYPD arrests
arrests,2024-08-26,08-26,August,26,Monday,574,Very Low,Number of NYPD arrests
arrests,2024-08-27,08-27,August,27,Tuesday,761,High,Number of NYPD arrests
arrests,2024-08-28,08-28,August,28,Wednesday,815,High,Number of NYPD arrests
arrests,2024-08-29,08-29,August,29,Thursday,763,High,Number of NYPD arrests
arrests,2024-08-30,08-30,August,30,Friday,651,Low,Number of NYPD arrests
arrests,2024-08-31,08-31,August,31,Saturday,643,Low,Number of NYPD arrests
arrests,2024-09-01,09-01,September,1,Sunday,551,Very Low,Number of NYPD arrests
arrests,2024-09-02,09-02,September,2,Monday,543,Very Low,Number of NYPD arrests
arrests,2024-09-03,09-03,September,3,Tuesday,664,Low,Number of NYPD arrests
arrests,2024-09-04,09-04,September,4,Wednesday,842,High,Number of NYPD arrests
arrests,2024-09-05,09-05,September,5,Thursday,856,Very High,Number of NYPD arrests
arrests,2024-09-06,09-06,September,6,Friday,719,Medium,Number of NYPD arrests
arrests,2024-09-07,09-07,September,7,Saturday,642,Low,Number of NYPD arrests
arrests,2024-09-08,09-08,September,8,Sunday,547,Very Low,Number of NYPD arrests
arrests,2024-09-09,09-09,September,9,Monday,740,Medium,Number of NYPD arrests
arrests,2024-09-10,09-10,September,10,Tuesday,826,High,Number of NYPD arrests
arrests,2024-09-11,09-11,September,11,Wednesday,836,High,Number of NYPD arrests
arrests,2024-09-12,09-12,September,12,Thursday,895,Very High,Number of NYPD arrests
arrests,2024-09-13,09-13,September,13,Friday,827,High,Number of NYPD arrests
arrests,2024-09-14,09-14,September,14,Saturday,698,Medium,Number of NYPD arrests
arrests,2024-09-15,09-15,September,15,Sunday,560,Very Low,Number of NYPD arrests
arrests,2024-09-16,09-16,September,16,Monday,658,Low,Number of NYPD arrests
arrests,2024-09-17,09-17,September,17,Tuesday,868,Very High,Number of NYPD arrests
arrests,2024-09-18,09-18,September,18,Wednesday,1036,Very High,Number of NYPD arrests
arrests,2024-09-19,09-19,September,19,Thursday,830,High,Number of NYPD arrests
arrests,2024-09-20,09-20,September,20,Friday,779,High,Number of NYPD arrests
arrests,2024-09-21,09-21,September,21,Saturday,616,Low,Number of NYPD arrests
arrests,2024-09-22,09-22,September,22,Sunday,508,Very Low,Number of NYPD arrests
arrests,2024-09-23,09-23,September,23,Monday,646,Low,Number of NYPD arrests
arrests,2024-09-24,09-24,September,24,Tuesday,734,Medium,Number of NYPD arrests
arrests,2024-09-25,09-25,September,25,Wednesday,706,Medium,Number of NYPD arrests
arrests,2024-09-26,09-26,September,26,Thursday,726,Medium,Number of NYPD arrests
arrests,2024-09-27,09-27,September,27,Friday,630,Low,Number of NYPD arrests
arrests,2024-09-28,09-28,September,28,Saturday,540,Very Low,Number of NYPD arrests
arrests,2024-09-29,09-29,September,29,Sunday,472,Very Low,Number of NYPD arrests
arrests,2024-09-30,09-30,September,30,Monday,588,Low,Number of NYPD arrests
arrests,2024-10-01,10-01,October,1,Tuesday,920,Very High,Number of NYPD arrests
arrests,2024-10-02,10-02,October,2,Wednesday,1031,Very High,Number of NYPD arrests
arrests,2024-10-03,10-03,October,3,Thursday,906,Very High,Number of NYPD arrests
arrests,2024-10-04,10-04,October,4,Friday,803,High,Number of NYPD arrests
arrests,2024-10-05,10-05,October,5,Saturday,625,Low,Number of NYPD arrests
arrests,2024-10-06,10-06,October,6,Sunday,552,Very Low,Number of NYPD arrests
arrests,2024-10-07,10-07,October,7,Monday,530,Very Low,Number of NYPD arrests
arrests,2024-10-08,10-08,October,8,Tuesday,781,High,Number of NYPD arrests
arrests,2024-10-09,10-09,October,9,Wednesday,939,Very High,Number of NYPD arrests
arrests,2024-10-10,10-10,October,10,Thursday,857,Very High,Number of NYPD arrests
arrests,2024-10-11,10-11,October,11,Friday,768,High,Number of NYPD arrests
arrests,2024-10-12,10-12,October,12,Saturday,650,Low,Number of NYPD arrests
arrests,2024-10-13,10-13,October,13,Sunday,523,Very Low,Number of NYPD arrests
arrests,2024-10-14,10-14,October,14,Monday,620,Low,Number of NYPD arrests
arrests,2024-10-15,10-15,October,15,Tuesday,794,High,Number of NYPD arrests
arrests,2024-10-16,10-16,October,16,Wednesday,973,Very High,Number of NYPD arrests
arrests,2024-10-17,10-17,October,17,Thursday,828,High,Number of NYPD arrests
arrests,2024-10-18,10-18,October,18,Friday,722,Medium,Number of NYPD arrests
arrests,2024-10-19,10-19,October,19,Saturday,665,Low,Number of NYPD arrests
arrests,2024-10-20,10-20,October,20,Sunday,560,Very Low,Number of NYPD arrests
arrests,2024-10-21,10-21,October,21,Monday,641,Low,Number of NYPD arrests
arrests,2024-10-22,10-22,October,22,Tuesday,809,High,Number of NYPD arrests
arrests,2024-10-23,10-23,October,23,Wednesday,907,Very High,Number of NYPD arrests
arrests,2024-10-24,10-24,October,24,Thursday,819,High,Number of NYPD arrests
arrests,2024-10-25,10-25,October,25,Friday,735,Medium,Number of NYPD arrests
arrests,2024-10-26,10-26,October,26,Saturday,588,Low,Number of NYPD arrests
arrests,2024-10-27,10-27,October,27,Sunday,556,Very Low,Number of NYPD arrests
arrests,2024-10-28,10-28,October,28,Monday,567,Very Low,Number of NYPD arrests
arrests,2024-10-29,10-29,October,29,Tuesday,802,High,Number of NYPD arrests
arrests,2024-10-30,10-30,October,30,Wednesday,813,High,Number of NYPD arrests
arrests,2024-10-31,10-31,October,31,Thursday,643,Low,Number of NYPD arrests
arrests,2024-11-01,11-01,November,1,Friday,866,Very High,Number of NYPD arrests
arrests,2024-11-02,11-02,November,2,Saturday,587,Low,Number of NYPD arrests
arrests,2024-11-03,11-03,November,3,Sunday,527,Very Low,Number of NYPD arrests
arrests,2024-11-04,11-04,November,4,Monday,718,Medium,Number of NYPD arrests
arrests,2024-11-05,11-05,November,5,Tuesday,653,Low,Number of NYPD arrests
arrests,2024-11-06,11-06,November,6,Wednesday,886,Very High,Number of NYPD arrests
arrests,2024-11-07,11-07,November,7,Thursday,877,Very High,Number of NYPD arrests
arrests,2024-11-08,11-08,November,8,Friday,777,High,Number of NYPD arrests
arrests,2024-11-09,11-09,November,9,Saturday,647,Low,Number of NYPD arrests
arrests,2024-11-10,11-10,November,10,Sunday,563,Very Low,Number of NYPD arrests
arrests,2024-11-11,11-11,November,11,Monday,604,Low,Number of NYPD arrests
arrests,2024-11-12,11-12,November,12,Tuesday,911,Very High,Number of NYPD arrests
arrests,2024-11-13,11-13,November,13,Wednesday,967,Very High,Number of NYPD arrests
arrests,2024-11-14,11-14,November,14,Thursday,994,Very High,Number of NYPD arrests
arrests,2024-11-15,11-15,November,15,Friday,858,Very High,Number of NYPD arrests
arrests,2024-11-16,11-16,November,16,Saturday,692,Medium,Number of NYPD arrests
arrests,2024-11-17,11-17,November,17,Sunday,572,Very Low,Number of NYPD arrests
arrests,2024-11-18,11-18,November,18,Monday,682,Medium,Number of NYPD arrests
arrests,2024-11-19,11-19,November,19,Tuesday,931,Very High,Number of NYPD arrests
arrests,2024-11-20,11-20,November,20,Wednesday,946,Very High,Number of NYPD arrests
arrests,2024-11-21,11-21,November,21,Thursday,806,High,Number of NYPD arrests
arrests,2024-11-22,11-22,November,22,Friday,724,Medium,Number of NYPD arrests
arrests,2024-11-23,11-23,November,23,Saturday,692,Medium,Number of NYPD arrests
arrests,2024-11-24,11-24,November,24,Sunday,632,Low,Number of NYPD arrests
arrests,2024-11-25,11-25,November,25,Monday,688,Medium,Number of NYPD arrests
arrests,2024-11-26,11-26,November,26,Tuesday,832,High,Number of NYPD arrests
arrests,2024-11-27,11-27,November,27,Wednesday,701,Medium,Number of NYPD arrests
arrests,2024-11-28,11-28,November,28,Thursday,259,Very Low,Number of NYPD arrests
arrests,2024-11-29,11-29,November,29,Friday,749,Medium,Number of NYPD arrests
arrests,2024-11-30,11-30,November,30,Saturday,696,Medium,Number of NYPD arrests
arrests,2024-12-01,12-01,December,1,Sunday,567,Very Low,Number of NYPD arrests
arrests,2024-12-02,12-02,December,2,Monday,692,Medium,Number of NYPD arrests
arrests,2024-12-03,12-03,December,3,Tuesday,928,Very High,Number of NYPD arrests
arrests,2024-12-04,12-04,December,4,Wednesday,838,High,Number of NYPD arrests
arrests,2024-12-05,12-05,December,5,Thursday,816,High,Number of NYPD arrests
arrests,2024-12-06,12-06,December,6,Friday,776,High,Number of NYPD arrests
arrests,2024-12-07,12-07,December,7,Saturday,644,Low,Number of NYPD arrests
arrests,2024-12-08,12-08,December,8,Sunday,570,Very Low,Number of NYPD arrests
arrests,2024-12-09,12-09,December,9,Monday,598,Low,Number of NYPD arrests
arrests,2024-12-10,12-10,December,10,Tuesday,829,High,Number of NYPD arrests
arrests,2024-12-11,12-11,December,11,Wednesday,747,Medium,Number of NYPD arrests
arrests,2024-12-12,12-12,December,12,Thursday,762,High,Number of NYPD arrests
arrests,2024-12-13,12-13,December,13,Friday,688,Medium,Number of NYPD arrests
arrests,2024-12-14,12-14,December,14,Saturday,559,Very Low,Number of NYPD arrests
arrests,2024-12-15,12-15,December,15,Sunday,553,Very Low,Number of NYPD arrests
arrests,2024-12-16,12-16,December,16,Monday,545,Very Low,Number of NYPD arrests
arrests,2024-12-17,12-17,December,17,Tuesday,868,Very High,Number of NYPD arrests
arrests,2024-12-18,12-18,December,18,Wednesday,771,High,Number of NYPD arrests
arrests,2024-12-19,12-19,December,19,Thursday,790,High,Number of NYPD arrests
arrests,2024-12-20,12-20,December,20,Friday,665,Low,Number of NYPD arrests
arrests,2024-12-21,12-21,December,21,Saturday,558,Very Low,Number of NYPD arrests
arrests,2024-12-22,12-22,December,22,Sunday,517,Very Low,Number of NYPD arrests
arrests,2024-12-23,12-23,December,23,Monday,550,Very Low,Number of NYPD arrests
arrests,2024-12-24,12-24,December,24,Tuesday,310,Very Low,Number of NYPD arrests
arrests,2024-12-25,12-25,December,25,Wednesday,283,Very Low,Number of NYPD arrests
arrests,2024-12-26,12-26,December,26,Thursday,676,Medium,Number of NYPD arrests
arrests,2024-12-27,12-27,December,27,Friday,682,Medium,Number of NYPD arrests
arrests,2024-12-28,12-28,December,28,Saturday,644,Low,Number of NYPD arrests
arrests,2024-12-29,12-29,December,29,Sunday,618,Low,Number of NYPD arrests
arrests,2024-12-30,12-30,December,30,Monday,591,Low,Number of NYPD arrests
arrests,2024-12-31,12-31,December,31,Tuesday,449,Very Low,Number of NYPD arrests
dog_bites,2024-01-01,01-01,January,1,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-02,01-02,January,2,Tuesday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-03,01-03,January,3,Wednesday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-04,01-04,January,4,Thursday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-05,01-05,January,5,Friday,3,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-06,01-06,January,6,Saturday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-07,01-07,January,7,Sunday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-08,01-08,January,8,Monday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-09,01-09,January,9,Tuesday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-10,01-10,January,10,Wednesday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-11,01-11,January,11,Thursday,4,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-12,01-12,January,12,Friday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-13,01-13,January,13,Saturday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-14,01-14,January,14,Sunday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-15,01-15,January,15,Monday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-16,01-16,January,16,Tuesday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-17,01-17,January,17,Wednesday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-18,01-18,January,18,Thursday,5,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-19,01-19,January,19,Friday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-20,01-20,January,20,Saturday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-21,01-21,January,21,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-22,01-22,January,22,Monday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-23,01-23,January,23,Tuesday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-24,01-24,January,24,Wednesday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-25,01-25,January,25,Thursday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-26,01-26,January,26,Friday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-27,01-27,January,27,Saturday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-28,01-28,January,28,Sunday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-29,01-29,January,29,Monday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-30,01-30,January,30,Tuesday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-01-31,01-31,January,31,Wednesday,3,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-01,02-01,February,1,Thursday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-02,02-02,February,2,Friday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-03,02-03,February,3,Saturday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-04,02-04,February,4,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-05,02-05,February,5,Monday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-06,02-06,February,6,Tuesday,3,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-07,02-07,February,7,Wednesday,4,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-08,02-08,February,8,Thursday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-09,02-09,February,9,Friday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-10,02-10,February,10,Saturday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-11,02-11,February,11,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-12,02-12,February,12,Monday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-13,02-13,February,13,Tuesday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-14,02-14,February,14,Wednesday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-15,02-15,February,15,Thursday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-16,02-16,February,16,Friday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-17,02-17,February,17,Saturday,18,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-18,02-18,February,18,Sunday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-19,02-19,February,19,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-20,02-20,February,20,Tuesday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-21,02-21,February,21,Wednesday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-22,02-22,February,22,Thursday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-23,02-23,February,23,Friday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-24,02-24,February,24,Saturday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-25,02-25,February,25,Sunday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-26,02-26,February,26,Monday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-27,02-27,February,27,Tuesday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-28,02-28,February,28,Wednesday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-02-29,02-29,February,29,Thursday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-01,03-01,March,1,Friday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-02,03-02,March,2,Saturday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-03,03-03,March,3,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-04,03-04,March,4,Monday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-05,03-05,March,5,Tuesday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-06,03-06,March,6,Wednesday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-07,03-07,March,7,Thursday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-08,03-08,March,8,Friday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-09,03-09,March,9,Saturday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-10,03-10,March,10,Sunday,17,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-11,03-11,March,11,Monday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-12,03-12,March,12,Tuesday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-13,03-13,March,13,Wednesday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-14,03-14,March,14,Thursday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-15,03-15,March,15,Friday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-16,03-16,March,16,Saturday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-17,03-17,March,17,Sunday,17,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-18,03-18,March,18,Monday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-19,03-19,March,19,Tuesday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-20,03-20,March,20,Wednesday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-21,03-21,March,21,Thursday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-22,03-22,March,22,Friday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-23,03-23,March,23,Saturday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-24,03-24,March,24,Sunday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-25,03-25,March,25,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-26,03-26,March,26,Tuesday,5,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-27,03-27,March,27,Wednesday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-28,03-28,March,28,Thursday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-29,03-29,March,29,Friday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-30,03-30,March,30,Saturday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-03-31,03-31,March,31,Sunday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-01,04-01,April,1,Monday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-02,04-02,April,2,Tuesday,6,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-03,04-03,April,3,Wednesday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-04,04-04,April,4,Thursday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-05,04-05,April,5,Friday,17,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-06,04-06,April,6,Saturday,19,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-07,04-07,April,7,Sunday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-08,04-08,April,8,Monday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-09,04-09,April,9,Tuesday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-10,04-10,April,10,Wednesday,20,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-11,04-11,April,11,Thursday,5,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-12,04-12,April,12,Friday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-13,04-13,April,13,Saturday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-14,04-14,April,14,Sunday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-15,04-15,April,15,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-16,04-16,April,16,Tuesday,19,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-17,04-17,April,17,Wednesday,18,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-18,04-18,April,18,Thursday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-19,04-19,April,19,Friday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-20,04-20,April,20,Saturday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-21,04-21,April,21,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-22,04-22,April,22,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-23,04-23,April,23,Tuesday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-24,04-24,April,24,Wednesday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-25,04-25,April,25,Thursday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-26,04-26,April,26,Friday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-27,04-27,April,27,Saturday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-28,04-28,April,28,Sunday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-29,04-29,April,29,Monday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-04-30,04-30,April,30,Tuesday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-01,05-01,May,1,Wednesday,14,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-02,05-02,May,2,Thursday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-03,05-03,May,3,Friday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-04,05-04,May,4,Saturday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-05,05-05,May,5,Sunday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-06,05-06,May,6,Monday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-07,05-07,May,7,Tuesday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-08,05-08,May,8,Wednesday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-09,05-09,May,9,Thursday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-10,05-10,May,10,Friday,15,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-11,05-11,May,11,Saturday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-12,05-12,May,12,Sunday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-13,05-13,May,13,Monday,8,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-14,05-14,May,14,Tuesday,11,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-15,05-15,May,15,Wednesday,7,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-16,05-16,May,16,Thursday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-17,05-17,May,17,Friday,10,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-18,05-18,May,18,Saturday,18,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-19,05-19,May,19,Sunday,16,Very High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-20,05-20,May,20,Monday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-21,05-21,May,21,Tuesday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-22,05-22,May,22,Wednesday,13,High,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-23,05-23,May,23,Thursday,12,Medium,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-24,05-24,May,24,Friday,9,Low,Number of dog bite incidents reported to DOHMH
dog_bites,2024-05-25,05-25,May,25,Saturday,11,Medium,Number of dog bite incidents reported to DOHMH
